index,time
503,105403
504,1099940
505,574421
506,508719
507,551520
508,597822
509,720626
510,699925
511,594522
512,589222
513,591521
514,576021
515,793129
516,602822
517,617223
518,571520
519,574921
520,596622
521,590321
522,582821
523,592421
524,581221
525,576921
526,572621
527,574121
528,557620
529,581221
530,594221
531,598621
532,592522
533,634323
534,624123
535,616222
536,601222
537,606322
538,613222
539,586721
540,565321
541,557620
542,580921
543,570320
544,567521
545,559120
546,512018
547,110104
548,114604
549,108904
550,108504
551,106804
552,110704
553,104904
554,104704
555,102504
556,108004
557,131905
558,106304
559,105904
560,103403
561,110704
562,103904
563,104004
564,102504
565,102704
566,104504
567,111804
568,106604
569,113004
570,106104
571,104904
572,104504
573,103004
574,104104
575,103404
576,102604
577,103204
578,109704
579,104304
580,103304
581,102404
582,104004
583,104104
584,104604
585,103404
586,116204
587,113704
588,106404
589,105804
590,105404
591,125904
592,108404
593,104004
594,103004
595,110904
596,105204
597,104503
598,105104
599,103904
